"time","V"
0,99349.8324010733
0.0952380952380952,93685.286252709
0.171428571428571,158903.383433767
0.266666666666667,152804.44131206
0.514285714285714,120823.934653886
0.761904761904762,118482.549554557
1.00952380952381,113935.017610615
1.25714285714286,113935.017610615
1.5047619047619,74077.852757638
1.77142857142857,83306.6914514395
2,69854.2178971041
3.02857142857143,35912.0992954358
4,22017.9156675015
5.00952380952381,22017.9156675015
6,17409.7767118697
7.02857142857143,4879.6117580161
