"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
15.6,48,20,140.6,38,22.5,23.1,10.5,83.2,"Kansas"
21.6,42.4,NA,150,35.7,NA,NA,11.1,NA,"Kansas"
18.7,50.4,12.1,125.6,26.5,25.2,22.7,12.5,79.6,"Kansas"
18.4,38.4,NA,173.6,16.2,14.6,12.9,10.8,NA,"Kansas"
18.2,52.6,8.9,148.4,20.7,24.2,16.5,11.7,89.7,"Kansas"
15.6,44.9,8.4,125.4,21.3,14.7,16.1,14.2,77.9,"Kansas"
35.6,32.8,NA,161.1,21.6,17.4,22.8,11,NA,"Kansas"
19.1,61.9,NA,213.3,NA,NA,NA,10.8,NA,"Kansas"
19.8,49,NA,189.9,38,22.4,21.3,11.3,81.2,"Kansas"
17.2,53.6,10.8,160.9,15.6,21.7,23.9,10.4,75.8,"Kansas"
36.5,88.1,NA,193.1,NA,NA,NA,10.4,NA,"Kansas"
27.1,45.9,NA,127.5,NA,24.7,11.5,7.5,NA,"Kansas"
20.2,56.6,11.3,142.2,31.1,24.5,22.9,11.8,79.9,"Kansas"
17.5,54.3,7.2,197.4,29.6,21.2,20.2,13.8,83.3,"Kansas"
22.2,62.2,14.4,170,25.4,26,19.6,10.9,80.9,"Kansas"
30.4,22.2,NA,189.4,NA,NA,NA,10.2,NA,"Kansas"
24.3,46.8,15.3,193.2,31.3,NA,NA,13,NA,"Kansas"
28,42.1,NA,157.1,24.8,NA,7.5,10.3,NA,"Kansas"
27,49.9,NA,229.7,NA,17.3,16.2,12.5,NA,"Kansas"
NA,NA,NA,165.5,NA,NA,NA,10.9,NA,"Kansas"
NA,36.4,NA,180.2,NA,11.2,19.1,10.2,NA,"Kansas"
12.4,64.3,NA,186.4,33.2,NA,NA,13.8,NA,"Kansas"
21.8,51.2,15.5,173.7,38.1,29.7,19.5,10.6,78.1,"Kansas"
23,46.7,15.7,156.5,19.1,15.2,18.6,10.2,93.7,"Kansas"
17.4,43.4,NA,165.2,NA,NA,13,11.5,NA,"Kansas"
16.7,55.5,16.4,181.3,30.8,23.8,16.2,7.5,NA,"Kansas"
NA,43,NA,190.9,NA,NA,NA,13.2,NA,"Kansas"
19.9,46.6,NA,173.1,22.8,22,16,10.5,NA,"Kansas"
NA,50.6,NA,106.4,NA,NA,NA,11.5,NA,"Kansas"
20.2,60.2,15.8,229,16.7,31.2,19.8,13,NA,"Kansas"
NA,41,NA,152.9,35.4,NA,NA,12.6,NA,"Kansas"
23.1,79.3,17.1,148.6,26.7,27.4,28.2,16.1,83.1,"Kansas"
25.3,73.4,13.8,274.5,29.5,25.9,23.7,14.5,86.3,"Kansas"
24.9,22.2,NA,120.8,NA,NA,12.9,9.8,NA,"Kansas"
NA,47.2,NA,179,NA,NA,NA,10.6,NA,"Kansas"
15,47.9,12.6,114.6,24.5,29,19.1,10.4,NA,"Kansas"
20.1,51.2,12.6,183,18.5,20.7,19.6,11.4,83.7,"Kansas"
29.9,56.4,17.1,194.3,37,25.5,21.4,12.2,NA,"Kansas"
14.2,65,NA,153.9,17.2,23.8,17,9.1,82.9,"Kansas"
NA,63.8,NA,180.9,NA,NA,NA,9.5,NA,"Kansas"
18.2,67.9,16.9,157.1,27.4,29.2,23.4,13.4,82.6,"Kansas"
28.4,55.4,16.1,246.2,27.1,23.6,24.8,15.2,81.2,"Kansas"
27.3,40.4,NA,143.4,NA,NA,NA,10.9,NA,"Kansas"
17.9,47.3,12.5,198.9,22.5,27,23.8,9.2,78.4,"Kansas"
14.9,46.5,15.3,175,25.7,29.6,21.7,11.5,NA,"Kansas"
16.6,46.8,9.7,118.8,27.8,17,19.2,12.4,79.6,"Kansas"
NA,50,NA,186.1,NA,NA,13.1,11,NA,"Kansas"
29.9,66.8,NA,210.7,23.1,NA,NA,14.9,NA,"Kansas"
22.8,64.6,10.6,159.9,35.2,25.4,21.6,11.8,81.6,"Kansas"
12.6,48.1,13.3,124.6,18.6,17.2,20.1,10.6,81.2,"Kansas"
29.8,48.4,NA,165.7,26.3,21.7,12.2,9.3,NA,"Kansas"
23.9,44,6.5,175.6,24.6,23.1,20.8,13.2,84,"Kansas"
24.9,57.6,8.4,170.5,29.7,24.9,18.2,11.8,83,"Kansas"
18.3,52.8,11.7,154.3,32.3,27.2,23.5,9.9,82.1,"Kansas"
20.7,65.2,16.5,161.4,33.9,16.7,24.8,12.9,80.8,"Kansas"
NA,41.4,NA,161.7,NA,NA,NA,10,NA,"Kansas"
NA,49.3,NA,224.3,56.4,NA,NA,11,NA,"Kansas"
NA,58.1,13.8,196.6,NA,27.3,26.9,10,NA,"Kansas"
26.1,35.8,NA,124.4,40.1,NA,18.6,8.9,NA,"Kansas"
17.8,56.8,32.5,203.6,26.1,14.6,18,11.3,NA,"Kansas"
NA,NA,NA,187.2,NA,NA,NA,9.1,NA,"Kansas"
22.6,72.2,20.2,258.8,33.3,30.8,20.1,13,82.4,"Kansas"
NA,55.9,NA,124.1,NA,NA,NA,11.6,NA,"Kansas"
27.9,67.8,NA,182.8,27.8,24.9,21.7,12.1,NA,"Kansas"
14.4,47.7,9,128,29.9,24.7,12.8,8.9,82.4,"Kansas"
NA,45.9,NA,278.1,NA,NA,15.7,10.6,NA,"Kansas"
41.8,NA,NA,120.2,NA,NA,NA,8.9,NA,"Kansas"
25.2,54.3,NA,207.7,23.8,26.9,26.4,9.4,82.3,"Kansas"
21.5,54.5,11.5,153.7,15.7,25.1,22.6,7.7,83.5,"Kansas"
15.7,46.8,NA,173.3,NA,NA,12.6,11.6,NA,"Kansas"
22.7,51.2,10.5,146.6,23.6,27,22.9,12.4,80.8,"Kansas"
16.4,47.7,10.7,101.6,23.9,17.4,16.6,4.8,79.4,"Kansas"
NA,41.8,NA,234,NA,NA,NA,9.8,NA,"Kansas"
15.6,45.3,11.8,164,24.1,30.9,18.6,10.2,86.8,"Kansas"
NA,29,NA,147.3,NA,NA,10.4,11,NA,"Kansas"
28.7,58.3,14.6,201,27.9,27.9,25.5,13.8,88.9,"Kansas"
21.4,77.7,11.7,177.3,17.1,27.3,32,20,77.4,"Kentucky"
23.5,71,13.7,224.6,20.1,22.3,32.6,13.3,79.6,"Kentucky"
24.9,70.6,15.1,210.8,19.5,NA,NA,12.8,89.5,"Kentucky"
24.1,72.5,NA,246,21,NA,25.4,14.7,NA,"Kentucky"
22.5,83,14,225,34.1,30.5,30.6,15.3,83.4,"Kentucky"
21.3,87.5,15.3,225,32.8,35.8,41.6,22.7,87.6,"Kentucky"
25.7,84.3,12,228.8,36.9,26.8,34.3,18.5,87.2,"Kentucky"
26.3,76.4,12.7,168.5,28.2,25.5,26.7,13.3,81,"Kentucky"
24.4,71,6.1,149.3,12.8,22.6,29.2,12.2,72.6,"Kentucky"
19,86.2,10.8,244,25.7,33.9,32.6,21,84.5,"Kentucky"
25.1,78.7,13.8,164.3,35.5,23.6,32.7,10.7,79.9,"Kentucky"
18.1,107,9.2,285.4,26.1,25.5,34.8,23.7,77.8,"Kentucky"
22.2,98.1,15.5,246.4,35.6,26.4,31.3,26.3,88.2,"Kentucky"
28.8,56.2,10.8,167.4,22.4,28.6,26.1,14.4,75.4,"Kentucky"
20.4,77.3,15.4,227.5,31,24.7,32.3,18.7,82.3,"Kentucky"
19,95.7,14.1,292.4,36.4,27.3,35.9,22.6,85.7,"Kentucky"
16.6,110,26.4,250.7,22.3,31,38.7,26.5,84.6,"Kentucky"
24,94.2,13.3,279.4,31.3,32.4,36.1,25.8,80.3,"Kentucky"
14.2,92.7,16.1,185.5,22.8,33.4,36.2,25.6,82.5,"Kentucky"
24.4,107.9,18.5,240.2,22.7,33.6,31.4,21.8,81.4,"Kentucky"
27.5,75.3,16.2,226.9,34.7,26.8,40.3,23.7,81.8,"Kentucky"
23.3,89,9.4,180.7,23.7,29.5,31.7,17.5,80.3,"Kentucky"
21.7,71.1,13.4,255.9,32.6,27.6,NA,11.6,82.8,"Kentucky"
30.2,79.3,12,204.8,23.7,26.3,38.9,14.9,78.1,"Kentucky"
26.2,76.1,NA,195.7,18.1,29.7,19.5,13,NA,"Kentucky"
19.4,68.7,18.9,244,20.1,25.7,25.9,15.4,79.2,"Kentucky"
27,109.5,14.9,239.4,25.9,34.3,46.2,27.3,80.7,"Kentucky"
16.4,83.3,15.7,239.1,35.6,38.7,27.6,13.9,83.1,"Kentucky"
24.6,76.1,7.1,179,28,25,21,7.1,81.3,"Kentucky"
13.4,63.1,6.7,121.4,16.7,23.6,28.9,15,82,"Kentucky"
28.8,92.1,12.5,204.1,29.5,33.3,34,26.8,87.8,"Kentucky"
26.6,71.5,13.9,167.3,29.4,23.1,33.9,15.7,82.8,"Kentucky"
17.2,64.2,16.7,191.8,24.4,22.6,26.1,10.9,74.6,"Kentucky"
16.7,94.5,7.9,280.8,20.3,NA,31.9,26.7,90.2,"Kentucky"
29.9,76.8,10.6,265,27.8,21.1,30.1,15.9,79.4,"Kentucky"
22.3,88.7,14.3,172.6,NA,22.3,36.7,10.9,77.8,"Kentucky"
27.7,71.9,NA,185.8,29.1,25.1,37.5,22,87.2,"Kentucky"
22.1,74,17,183.2,25.3,27.9,NA,12.7,82,"Kentucky"
16.4,89.9,NA,272.8,16.7,25,NA,19.4,84.1,"Kentucky"
31,84.2,10.4,229.1,29.5,NA,NA,13.6,NA,"Kentucky"
22.5,70.4,18.2,276.1,32.4,25.4,NA,20.2,87.2,"Kentucky"
28.9,83.8,12.4,223.4,31.1,30.1,32.4,14.5,82.9,"Kentucky"
24.7,64.4,11.9,238.2,20,26.1,31.4,24.5,82.3,"Kentucky"
18.8,85.1,13.1,234.1,22.7,32.9,27.8,17.3,81.9,"Kentucky"
29.2,69.4,16,163.7,16.4,26,30.1,11.8,82.6,"Kentucky"
23.4,74.8,NA,200.9,26.3,NA,NA,14.3,NA,"Kentucky"
24.3,90.4,14.2,268.6,40.3,26.4,40.8,16.2,82.5,"Kentucky"
24.7,55.3,8.8,183.1,32.5,19.2,23.7,5.9,79.2,"Kentucky"
21.8,71.4,11.6,231.6,28.5,22.4,NA,14.7,NA,"Kentucky"
20.7,104.8,29.3,254.6,NA,25.5,NA,31.9,93.4,"Kentucky"
27.1,84,9.9,191.7,32.9,27.2,29,15.3,79.9,"Kentucky"
30.3,76.1,16.7,214.1,25.5,NA,NA,12,NA,"Kentucky"
31.5,126,11,412.9,24.7,32.6,33.8,23.3,79.7,"Kentucky"
26.8,92,12,291.6,32.6,28.5,34.2,20.7,83.9,"Kentucky"
23.8,99.2,10.1,230.8,34,NA,NA,20.9,NA,"Kentucky"
27.5,79.6,14,182.2,29.7,24.1,30.1,17.1,80.7,"Kentucky"
NA,78.6,NA,233.9,NA,21.9,30.4,17.3,84.3,"Kentucky"
24.3,79.8,16.3,219.7,25.3,31.9,29.2,19.5,76.9,"Kentucky"
22.8,77.2,11.3,177.1,24,25.1,27,18.7,79.5,"Kentucky"
21.2,78.9,15.9,213.6,23.6,27.5,29.6,19.8,85.2,"Kentucky"
20.3,72.8,14.6,210.1,35.4,22.2,28.1,10,83.6,"Kentucky"
22,86,10.6,170.8,15.5,21.7,21,13.3,80.2,"Kentucky"
20.6,78.2,7.9,261.3,23.3,NA,29.8,10,80.7,"Kentucky"
20.6,71.8,14.9,251.1,31.5,19.3,30.3,13.1,70.6,"Kentucky"
22.7,65.8,11.6,230.1,19.8,NA,NA,8.3,NA,"Kentucky"
29.3,69.7,19.5,198.3,24.2,18.8,32.4,16.6,80,"Kentucky"
25.6,77.4,11.7,313,28.2,29.2,30.4,16.5,85.7,"Kentucky"
24.1,83.8,11.3,224.6,35.7,24,32.9,12.1,81.7,"Kentucky"
22.4,66.1,20.8,194.5,26.5,NA,NA,12.7,NA,"Kentucky"
27.6,89.4,16.1,273.3,25.7,31.5,31,14.1,NA,"Kentucky"
22.7,74.2,14,179.5,20.2,22.6,27.1,15.2,75,"Kentucky"
27,63.4,13,165.9,22.5,24.3,NA,14,84.3,"Kentucky"
22.6,79.8,NA,281.3,NA,25.1,40.4,11.7,77.6,"Kentucky"
18.8,81.1,14.7,244.9,27.2,28.3,33.3,22.6,83.1,"Kentucky"
32.2,77.7,12.8,215.2,20.5,31.6,24.6,13.8,82,"Kentucky"
18.6,93.7,18.1,251.7,26.6,30.6,35.6,23.1,79.2,"Kentucky"
31.2,99.9,27.4,288.1,42,23,33,27.6,84.1,"Kentucky"
18.8,69.1,10,204.8,31,18.5,18.7,9.1,NA,"Kentucky"
27.6,119.3,15.3,276.7,25.1,29.2,33.2,26.2,81.6,"Kentucky"
30.7,75.9,18.2,245.2,30.3,21.9,37.9,15.4,77.9,"Kentucky"
23.9,77.8,10.9,200.2,26.8,25.6,30.5,9.5,77.9,"Kentucky"
24.4,83,14.6,213.8,24.2,32,32.5,14.8,83.1,"Kentucky"
21.9,92.5,17.2,239.3,25.4,33.3,36.8,16.1,84.3,"Kentucky"
25.3,70.3,16,249.7,29.7,17.9,32.3,14.5,80.7,"Kentucky"
22.3,48.8,16.4,198.2,21.5,18.1,27.9,14.8,78.6,"Kentucky"
28.5,81,11.8,187,26.2,23.9,25.6,10.3,85.6,"Kentucky"
28.2,65.5,20.9,243.4,NA,NA,NA,12.8,84.8,"Kentucky"
27.9,73.2,20.2,280.3,28.4,NA,NA,13.3,89.2,"Kentucky"
23.9,95.1,13.4,216.7,31.3,31,35.5,20.4,87.4,"Kentucky"
21,84.5,17.3,206.6,22,24.8,23.3,21.2,81.8,"Kentucky"
20.4,78.9,11,232.6,27.3,24.4,34.2,15.9,76,"Kentucky"
22.2,72.3,13.9,201.7,21.5,23.5,36.7,12.4,82.1,"Kentucky"
23.4,69.3,12.5,180.3,20.2,25.9,NA,9.2,84.3,"Kentucky"
16.4,84,8.1,219.4,33,30.8,37,30.3,83.2,"Kentucky"
24,66.4,17.8,229.2,40,22.5,24.7,21.7,81,"Kentucky"
23.1,82.3,9.9,286.6,34.2,31.3,29.9,16.8,83.9,"Kentucky"
24.1,60.8,21.4,324.1,NA,26.4,25.9,20.7,NA,"Kentucky"
20.9,78.8,11.8,162.7,29.6,22.6,29.8,13,78.5,"Kentucky"
22.3,79.7,NA,169.3,22.2,NA,NA,16.3,NA,"Kentucky"
20.5,100.4,NA,138,NA,34.7,40.9,21.8,83.7,"Kentucky"
23.4,85.9,19.7,280.8,32.1,NA,NA,21.1,NA,"Kentucky"
18.8,73,10,180,26.7,20.8,23,13,75.9,"Kentucky"
28.7,66.9,12.4,225.6,35.7,28.3,32.2,16.8,83.7,"Kentucky"
32.2,78.2,16.6,266.7,NA,24,32.4,13.6,81.8,"Kentucky"
22.4,112.1,14.7,219.1,33.9,31.3,32.4,24.1,82.6,"Kentucky"
22.7,86.8,16.5,187.5,27.7,23.4,24,10.9,76.9,"Kentucky"
22.9,76.8,18.3,289.4,33.6,NA,NA,20.7,83.1,"Kentucky"
32.7,123.9,25.5,274.7,31,NA,NA,15.2,NA,"Kentucky"
32.1,64.5,14.2,194.4,18.5,NA,NA,13.8,NA,"Kentucky"
20.4,94.6,12.1,220.4,30.8,26.2,37.1,12.5,83,"Kentucky"
24.3,76.3,14,209.1,22.1,25.1,32.6,15,78.8,"Kentucky"
18.5,73.6,18,287.9,25.4,23.4,37.9,16.1,77.1,"Kentucky"
18.8,65.6,11.2,159.4,29.5,31.8,31.1,17.1,80.6,"Kentucky"
18.2,80.8,7.1,202.3,22.2,29.5,27.9,14.6,82.6,"Kentucky"
15.6,73.2,10.1,197.8,25.5,25.5,30.1,15.3,78.5,"Kentucky"
26.2,73.2,NA,279,25.7,21.5,21.7,11.1,NA,"Kentucky"
26.6,79.1,10.2,146.8,19.2,24.6,29.9,11.3,78.7,"Kentucky"
27.9,90.2,14.4,250.5,19.8,30,35.7,26.6,84.7,"Kentucky"
25.3,64.3,12.2,259,21.1,NA,NA,12.7,85.9,"Kentucky"
21.9,78.4,14.5,191.2,21.9,18.7,35.7,19.4,83.9,"Kentucky"
26.5,73.1,11.1,185.7,39.9,27.8,26.1,19.9,87.9,"Louisiana"
22.5,73.3,10.4,199.7,26.1,30.7,27.6,20.2,80.1,"Louisiana"
22.1,66.3,14.3,156,27.3,22.7,24.2,10.5,81.8,"Louisiana"
27.4,67.5,11.9,257.6,31.6,28.5,24,20.8,84.3,"Louisiana"
26.8,77.3,NA,321.5,44.8,NA,15.1,28.7,NA,"Louisiana"
30,71.9,10.5,181.8,30.6,27.8,28.4,16.8,89,"Louisiana"
20.2,73.5,14.1,212.9,39,26.2,25.8,15.3,79.9,"Louisiana"
17.9,74.6,9.2,232.6,28.6,32.8,19.7,17.5,84.4,"Louisiana"
22.2,58.8,12.2,217.3,29.7,25.5,23.2,18.4,83.5,"Louisiana"
15.5,77.5,12.8,193,24,23,32.1,15.3,79.2,"Louisiana"
26.4,82.3,10,262,32.6,29.8,28.6,23.3,85.6,"Louisiana"
29.4,75.2,13.8,284.1,29.1,27.5,25.4,17.9,89.4,"Louisiana"
24.8,71.6,9,217.6,31.3,28.7,23.5,15.4,NA,"Louisiana"
19.1,61.8,8.2,166.8,20.5,33,NA,18.9,86.3,"Louisiana"
11.3,79.3,11,174.8,NA,NA,10.8,18.4,NA,"Louisiana"
30,72,8.9,244.1,21.1,30.4,23.9,21.1,82.7,"Louisiana"
23,62.1,7.5,156.9,33.1,29.9,27.4,20.6,84.8,"Louisiana"
24.9,62.6,12.3,209.8,24.2,21.5,27.8,13.4,82.7,"Louisiana"
24,68.5,10,196.1,29.1,27,21.9,19.7,81,"Louisiana"
23.5,68.4,13,240.7,30.9,26.4,25.5,16.3,79.4,"Louisiana"
23.9,81.2,9.1,155.1,28.9,NA,NA,19,NA,"Louisiana"
18.5,95,NA,226.6,29.3,NA,16.8,11.8,NA,"Louisiana"
17.7,72.7,NA,179.9,21.7,31.5,25.1,22.4,NA,"Louisiana"
23,60.3,12.1,205.4,28.6,31.7,21.6,22.3,74,"Louisiana"
23.9,70.5,8.9,211.9,37.2,29.7,20.9,23.9,91,"Louisiana"
27.4,65.5,10.1,186,26.3,32.2,22.6,20.5,NA,"Louisiana"
25.7,71.7,NA,218.3,36.9,31.1,23,19.1,85.8,"Louisiana"
21.7,53.7,10,192.6,31,22.8,20.4,16.4,82.5,"Louisiana"
30.4,80.7,12.7,242.8,38.8,NA,NA,33.9,NA,"Louisiana"
23.6,66.3,7.9,167,35.3,30,21.8,17.7,NA,"Louisiana"
29,72,17.5,217.7,16.8,24.8,27.5,24.2,86.7,"Louisiana"
19.4,65.2,9.2,299.1,26.5,32.3,30.1,24.2,87.6,"Louisiana"
23.5,78.2,13,241.4,23.8,31.6,34.3,18.2,89.6,"Louisiana"
19.5,71.3,11,196.8,27.1,27.6,25.1,19.7,85.4,"Louisiana"
17.8,52,NA,230.9,15.7,30,22.1,20.4,83.6,"Louisiana"
19.5,62.1,10.2,235.1,19,22.3,29.4,16.9,81.8,"Louisiana"
21.3,70.4,10.4,232.9,34.4,20.3,25.2,11.4,81.1,"Louisiana"
21.5,69.5,12.8,177,32,24.8,21.1,15.7,82.2,"Louisiana"
19.8,74.4,8.7,193,32.4,33.1,28.4,17.6,86.9,"Louisiana"
25.3,64,10.3,168.9,34.8,21.8,23.4,15.6,82.3,"Louisiana"
22.1,55.6,10.6,185.2,28.3,28,26.3,15.3,84.8,"Louisiana"
24.5,72.5,10.1,256.6,20.7,25.9,18.7,17.3,87.5,"Louisiana"
24.4,47.2,7.8,91.6,33.4,25.2,19.5,21.1,83.6,"Louisiana"
26.1,69.1,14.1,117.1,21.7,25.1,31.1,11.9,82.7,"Louisiana"
25.8,64.2,10,391.2,44.2,NA,NA,28.5,90.8,"Louisiana"
24.3,74,12.1,189.4,36.1,34,28,23.3,80.4,"Louisiana"
26.4,59.4,12.9,211.2,23.5,28,21,22.1,82.7,"Louisiana"
20.3,73.3,10.8,275.4,34.1,26.6,26.4,17.9,81.4,"Louisiana"
28.1,64.4,9.4,174.2,37.5,25.6,21.5,25.5,80,"Louisiana"
17.2,62.6,10.2,105.8,34.6,25.8,25.6,19.6,83.2,"Louisiana"
31.8,54,10.5,204.6,33.4,33.7,22.8,15.3,88.7,"Louisiana"
23.3,61.3,11.5,260.4,28.1,28.1,28,18.5,84.2,"Louisiana"
22.8,76.8,11,210.9,28,24.5,26.3,19.2,84.8,"Louisiana"
27.4,53.5,NA,144.6,30.2,NA,NA,22.3,NA,"Louisiana"
21.6,83,9.3,245.2,24.9,30.7,30.4,23.4,80.3,"Louisiana"
20.8,73.5,13.8,212.6,24.9,25.2,27.1,17.9,89.2,"Louisiana"
23.5,84.8,11.5,205.7,25.7,29.6,27.7,14.2,80.8,"Louisiana"
17.1,64.6,13.4,219.9,22.6,32.6,21.2,12.5,81.7,"Louisiana"
22.8,71.2,15.2,293.4,32,24.7,27.4,23,90.3,"Louisiana"
18.5,68.6,15.9,181.1,24.5,21,NA,21.4,NA,"Louisiana"
30.4,58.7,6,219.5,35.1,25.4,21.3,16.1,87.8,"Louisiana"
23.9,78.1,9.2,197.2,27.7,24.6,23.5,15.7,78.7,"Louisiana"
25.9,70.2,13,209.2,26,24.6,28.2,22.9,87.4,"Louisiana"
27.4,79.8,12.7,248,29.5,32.6,27.2,20.1,83.3,"Louisiana"
17.6,72.3,8.2,150.6,23.1,24.6,24.7,11.5,75.2,"Maine"
19.3,62.3,13.1,150.9,24,24.7,21.9,11.3,76,"Maine"
20.5,51.7,18.2,169.5,18.4,21,19.3,10.5,68.9,"Maine"
22.7,62.8,9.5,124.4,14.9,16.8,17.2,9.8,67.8,"Maine"
18.1,61.2,14.9,154.6,23,23,27,11.8,71.9,"Maine"
18.7,67.6,13.7,164.4,30,22.6,24.5,12.5,76.9,"Maine"
21.3,71.1,12.7,195.7,24.1,24.2,28.1,13,71.1,"Maine"
12,59.4,12.6,146.1,20.4,19.9,18.8,8.3,74.8,"Maine"
25.1,62.4,14.7,184.9,18.2,23.2,26.5,14.3,76.7,"Maine"
23.9,52.1,13.1,186.1,22.2,25.9,22.4,12.4,73.4,"Maine"
26.6,77.9,14.9,191.7,33.8,25,27.5,16.1,72.5,"Maine"
23.6,61.4,11,209.3,22.2,25.4,24.3,14.3,74.3,"Maine"
20.7,58.3,10.3,148.3,25.4,20.7,21.8,8.3,71.4,"Maine"
21.7,59.9,9.8,120.7,26.7,16.6,18.9,8.4,68.6,"Maine"
22.9,57,13.1,136.9,25.5,22,20.1,12.6,68.9,"Maine"
21.8,51.3,9.8,179.1,24.1,17.7,22.5,9.9,68.5,"Maine"
23.4,59.8,9.7,236.3,23.8,25.2,25.3,13.5,75.2,"Maryland"
28.1,76.9,16.4,182.4,32.1,27.3,26.6,10.6,78.7,"Maryland"
22.8,56.5,10.7,188.6,28.2,19.3,20.8,5,70.6,"Maryland"
23.5,68.1,12.7,228.9,28.2,25.8,27.2,7.7,73.4,"Maryland"
29.2,62.2,12,203.8,37.2,26.5,21.1,6.9,75.2,"Maryland"
28.1,75.6,12.1,241.1,20.5,26.4,25.1,13.6,70.5,"Maryland"
22,47.1,11.8,197.9,21.8,21.4,20,5.6,70.9,"Maryland"
21.9,49.5,11.4,224.7,28.2,25.6,18.4,12.5,74.3,"Maryland"
18.3,62.8,11.5,211,21.2,22.3,20.4,6.4,72.5,"Maryland"
15.9,38.9,6.9,139.6,22.2,16.4,13.7,4.7,73.5,"Maryland"
20,57.2,13.3,199.1,27.5,23.1,19.9,10.8,NA,"Maryland"
20,61.9,9.2,182.5,27.9,23.3,22.4,6.2,71.5,"Maryland"
13.1,31.4,5.6,122.8,22.2,15.3,11.9,6.4,66.8,"Maryland"
24.2,54.5,7.6,217.8,31.3,25.5,17.8,9.4,72.1,"Maryland"
23.4,56.9,10.6,156.8,25.7,21.9,19.4,6,74.1,"Maryland"
25.9,57,11.1,208,18.7,25.6,21.1,7.4,73,"Maryland"
22.5,84.9,8.3,306,29.9,32.4,30.6,19.2,NA,"Maryland"
22,51.2,12.1,157.5,28.4,20,18,8.3,73.5,"Maryland"
17.4,59.3,11.6,207.3,28.1,22.4,23.3,9.8,73,"Maryland"
23.3,73.1,11.3,235.6,38.3,25,24,11.5,70.2,"Maryland"
21.5,64.9,11.2,219.7,25,24.6,21.9,9.8,74.7,"Maryland"
22.3,64.8,8.9,180.5,28,20.8,22.2,7.6,72,"Maryland"
26.8,80.2,8.2,254.5,36.9,28,27.8,19.6,72.9,"Maryland"
26,68.4,8.5,188.1,26,22.4,20.2,5.3,70.3,"Maryland"
16.9,51.8,8.5,99.6,27.7,15,16.8,7.3,65.6,"Massachusetts"
20.8,47.3,8.9,132.7,26.5,22.8,21.6,8.8,69.9,"Massachusetts"
21.7,55.3,7.9,145.3,26.1,21.7,22,14.4,72.9,"Massachusetts"
18.3,53.5,5.3,127.4,21.9,14.1,18.2,9.3,65,"Massachusetts"
19.6,51.4,6.1,129,25.6,15.5,15.1,7.6,69.3,"Massachusetts"
20.8,69.3,NA,174.5,35,12.4,NA,5.1,NA,"Massachusetts"
20.1,53.8,6,123.5,24.2,15.4,15.9,5.5,70.1,"Massachusetts"
21,65.2,7.7,150,27.3,20.1,21.6,7.8,73,"Massachusetts"
24,59.9,5.7,139.8,29.1,17.8,19.8,15.9,72.8,"Massachusetts"
20,53.7,6.8,140.4,25.8,21.9,21,9.4,71.5,"Massachusetts"
21.1,55.6,9.2,136.1,22.6,19.8,21.8,10.2,68.8,"Massachusetts"
18.6,52.6,6,179.5,26.6,23.2,24,10.4,76.4,"Massachusetts"
21,50.4,9.9,155.6,32.3,9.9,13.3,6.4,NA,"Massachusetts"
21.8,56.5,6.4,141.9,25,18.7,18.7,9.7,70.2,"Massachusetts"
19.9,60.2,19.7,215.8,35.9,NA,NA,11.9,NA,"Michigan"
27.5,59.3,22.3,232.6,24.3,NA,NA,11.1,NA,"Michigan"
16.1,58.4,14.1,222.9,23.2,22,18,10.5,69.7,"Michigan"
22.8,67.9,16.9,187.1,20.3,32.9,22.8,11.3,NA,"Michigan"
20.9,63.2,5,186.7,19.6,24.6,27.9,13.3,NA,"Michigan"
17.6,49.4,14.8,221,20.4,NA,21.8,10.7,84.9,"Michigan"
19.5,59.1,13.6,254,27.1,NA,NA,13.5,NA,"Michigan"
16.2,54.8,9.7,182.9,24.1,23.1,20.7,9,73.7,"Michigan"
20.3,58.2,14,190.6,17.2,NA,NA,11.3,NA,"Michigan"
20.3,61.9,13.4,211.5,27.2,26,24.4,7.3,84,"Michigan"
24.3,59.5,13,193.2,20.8,32.9,25.5,10.5,86.6,"Michigan"
22.3,71.1,19.4,242.8,32.6,NA,NA,12.3,NA,"Michigan"
17.6,59.7,8.6,203,27.2,24.9,30.7,13.4,79.3,"Michigan"
18.4,69.6,12.7,183,31,24,26.2,11.7,NA,"Michigan"
16.2,51.7,9.8,183.9,26,21.3,18.9,6.7,75.4,"Michigan"
17,48.7,12.4,208.6,22.4,25,NA,13.4,NA,"Michigan"
19.7,67.5,20.1,259.8,27.3,29.8,NA,13.5,NA,"Michigan"
15.6,59.9,13.9,344.9,18.6,NA,NA,11.2,NA,"Michigan"
15.9,52,25,273,25.3,NA,NA,10.4,NA,"Michigan"
17.3,68.1,14.3,258.6,22.1,20.8,NA,12.5,90.6,"Michigan"
17.5,65.7,17.1,203.6,34.2,NA,NA,13.9,NA,"Michigan"
21.1,52.7,12.2,185.1,22.8,NA,22.9,8.8,NA,"Michigan"
14.6,34.6,7.9,124.2,24.9,19.5,17.9,6.6,78,"Michigan"
16.4,56.1,12.7,220.4,28.3,NA,NA,10.1,NA,"Michigan"
19.2,70.2,14.9,261.6,22,31.7,23.2,13.1,83.9,"Michigan"
19.7,60.2,9.4,183,25.2,31.8,21.9,13.4,81.3,"Michigan"
